Prefix,LastName,FirstName,Suffix,StateDst,Year,FilingDate,DocID,PDF_URL,PDF_Status
Hon.,Courtney,Joe,,CT02,2020,2020-11-16,20017685,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017685.pdf,Valid
Hon.,Courtney,Joe,,CT02,2020,2020-11-06,20017600,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Valid
Hon.,Courtney,Joe,,CT02,2020,2020-08-27,20017260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017260.pdf,Valid
Hon.,Courtney,Joe,,CT02,2020,2020-07-29,20017036,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017036.pdf,Valid
Mr.,Cox,TJ John (Tj),,CA21,2020,2020-09-22,20017403,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017403.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2023,2023-04-20,20022770,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022770.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2022,2022-12-01,20021255,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021255.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2022,2022-02-02,20020310,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020310.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2022,2022-01-10,20020189,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020189.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2022,2022-01-10,20020197,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020197.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2021,2021-12-07,20019942,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019942.pdf,Valid
Hon.,Crenshaw,Daniel,,TX02,2021,2021-03-24,20018373,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018373.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-12-15,20024152,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024152.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-11-16,20023867,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023867.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-10-04,20023799,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023799.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-08-07,20023444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023444.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-06-02,20023061,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023061.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-05-10,20022721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022721.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-03-27,20022624,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022624.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-03-13,20022561,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022561.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-02-13,20022423,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022423.pdf,Valid
Hon.,Curtis,John,,UT03,2023,2023-01-10,20022249,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022249.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-11-09,20021965,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021965.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-09-20,20021733,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021733.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-08-15,20021486,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021486.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-08-15,20021554,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021554.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-07-08,20021342,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021342.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-03-23,20020679,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020679.pdf,Valid
Hon.,Curtis,John,,UT03,2022,2022-02-02,20020133,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020133.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-12-03,20019939,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019939.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-11-16,20019828,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-09-17,20019492,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019492.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-09-02,20019415,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019415.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-08-06,20019228,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019228.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-07-06,20019020,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019020.pdf,Valid
Hon.,Curtis,John,,UT03,2021,2021-02-04,20018140,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018140.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-10-16,20017519,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017519.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-08-25,20017225,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017225.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-07-01,20016872,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016872.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-06-16,20016693,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016693.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-05-18,20016613,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016613.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-05-04,20016532,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016532.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-04-20,20016416,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016416.pdf,Valid
Hon.,Curtis,John,,UT03,2020,2020-04-09,20016299,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016299.pdf,Valid
Hon.,Davids,Sharice,,KS03,2022,2022-06-30,8219054,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219054.pdf,Scanned
Hon.,Davidson,Warren,,OH08,2021,2021-03-25,20017743,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017743.pdf,Valid
Hon.,Davis,Susan A.,,CA53,2020,2020-11-30,20017741,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017741.pdf,Valid
Hon.,Davis,Susan A.,,CA53,2020,2020-10-29,20017575,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017575.pdf,Valid
Hon.,Davis,Susan A.,,CA53,2020,2020-05-14,20016579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016579.pdf,Valid
Hon.,Davis,Susan A.,,CA53,2020,2020-04-16,20016363,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016363.pdf,Valid
Hon.,Davis,Susan A.,,CA53,2020,2020-03-13,20016106,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016106.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-12-23,20024173,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024173.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-12-13,20024080,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024080.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-11-26,20024016,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024016.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-11-08,20023930,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023930.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-10-10,20023788,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023788.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-09-25,20023721,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023721.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-09-11,20023610,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023610.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-08-08,20023421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023421.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-07-25,20023349,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023349.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-07-07,20023238,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023238.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-06-23,20023183,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023183.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-06-14,20023100,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023100.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-06-07,20023052,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023052.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-05-25,20022975,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022975.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-05-06,20022828,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022828.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-04-10,20022655,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022655.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-03-20,20022589,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022589.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-03-07,20022498,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022498.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-02-19,20022453,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022453.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-02-06,20022355,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022355.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-01-21,20022288,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022288.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2023,2023-01-02,20022183,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022183.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-12-13,20022099,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022099.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-11-28,20022031,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022031.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-11-14,20021931,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021931.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-10-28,20021864,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021864.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-10-10,20021795,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021795.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-09-12,20021660,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021660.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-08-26,20021579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021579.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-08-08,20021465,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021465.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-07-25,20021406,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021406.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-07-08,20021329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021329.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-06-23,20021227,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021227.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-06-11,20021144,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021144.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-05-23,20021082,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021082.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-05-08,20020937,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020937.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-04-20,20020815,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020815.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-04-07,20020725,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020725.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-03-22,20020642,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020642.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-03-09,20020572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020572.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-02-25,20020478,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020478.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-02-09,20020358,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020358.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-01-20,20020243,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020243.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2022,2022-01-09,20020134,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020134.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-12-28,20020052,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020052.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-12-02,20019922,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019922.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-11-19,20019816,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019816.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-10-29,20019708,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019708.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-10-15,20019571,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019571.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-09-15,20019414,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019414.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-08-06,20019216,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019216.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-07-19,20019016,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019016.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-06-12,20018838,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018838.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-05-14,20018681,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018681.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-04-13,20018499,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018499.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-03-17,20018303,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018303.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-02-16,20018128,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018128.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2021,2021-01-13,20017962,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017962.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-12-10,20017771,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017771.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-11-09,20017625,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-09-14,20017285,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017285.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-08-10,20017080,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017080.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-07-15,20016890,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016890.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-06-14,20016710,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016710.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-05-16,20016546,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016546.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-04-14,20016353,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016353.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-03-15,20016165,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016165.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-02-14,20014990,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014990.pdf,Valid
Hon.,DelBene,Suzan K.,,WA01,2020,2020-01-15,20013841,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013841.pdf,Valid
Hon.,Diaz-Balart,Mario,,FL25,2021,2021-05-18,20018764,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018764.pdf,Valid
Hon.,Dingell,Debbie,,MI06,2023,2023-12-14,20024143,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024143.pdf,Valid
Hon.,Dingell,Debbie,,MI06,2023,2023-05-15,20022957,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022957.pdf,Valid
Hon.,Dingell,Debbie,,MI06,2023,2023-04-19,20022749,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022749.pdf,Valid
Hon.,Dingell,Debbie,,MI06,2023,2023-03-15,20022585,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022585.pdf,Valid
Hon.,Dingell,Debbie,,MI06,2023,2023-03-08,20022528,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022528.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2023,2023-01-19,20022293,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022293.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2023,2023-01-01,20022184,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022184.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2022,2022-08-15,20021536,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021536.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2022,2022-06-12,20021166,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021166.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2022,2022-05-19,20021083,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021083.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2022,2022-04-26,20020866,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020866.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-12-10,20019967,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019967.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-10-11,20019591,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019591.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-06-29,20018962,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018962.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-06-15,20018918,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018918.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-05-03,20018643,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018643.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-04-01,20018488,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018488.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-03-25,20018459,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018459.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-03-10,20018361,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018361.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-02-01,20018112,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018112.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2021,2021-01-13,20017983,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017983.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2020,2020-12-01,20017750,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017750.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2020,2020-10-24,20017566,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017566.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2020,2020-09-02,20017265,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017265.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2020,2020-04-16,20016401,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016401.pdf,Valid
Hon.,Dingell,Debbie,,MI12,2020,2020-01-13,20013817,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013817.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-12-18,20024166,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024166.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-11-06,20023962,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023962.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-10-05,20023810,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023810.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-09-08,20023652,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023652.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-08-07,20023456,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023456.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-07-10,20023279,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023279.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-06-07,20023097,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023097.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-05-04,20022859,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022859.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-04-10,20022697,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022697.pdf,Valid
Hon.,Doggett,Lloyd,,TX37,2023,2023-03-06,20022517,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022517.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2023,2023-01-05,20022228,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022228.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-12-06,20022088,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022088.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-11-01,20021924,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021924.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-09-06,20021654,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021654.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-08-05,20021487,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021487.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-07-11,20021362,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021362.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-06-06,20021153,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021153.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-05-09,20020959,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020959.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-04-08,20020754,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020754.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-03-07,20020576,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020576.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2022,2022-01-10,20020191,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020191.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-12-06,20019957,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019957.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-11-18,20019848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019848.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-10-07,20019598,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019598.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-09-07,20019437,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019437.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-08-13,20019318,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019318.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-07-06,20019031,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019031.pdf,Valid
Hon.,Doggett,Lloyd,,TX35,2021,2021-06-30,20019003,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019003.pdf,Valid
